RENTAL_ZONE_HAL_ID,RENTAL_ZONE_HAL_SRC,NAME,CODE,TYPE,CITY,COUNTRY,LATITUDE,LONGITUDE,POI_AIRPORT_X,POI_LONG_DISTANCE_TRAINS_X,POI_SUBURBAN_TRAINS_X,POI_UNDERGROUND_X,ACTIVE_X,COMPANY,COMPANY_GROUP
62990,Standort,7010 Königstraße,7010,normal,Stuttgart,Deutschland,9.181890000000000,48.782572000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62991,Standort,7065 Jugendherberge,7065,normal,Stuttgart,Deutschland,9.191205816724203,48.780068408444826,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62992,Standort,7070 Neckartor,7070,normal,Stuttgart,Deutschland,9.190710000000000,48.786500000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62996,Standort,7610 Wilhelmsplatz,7610,normal,Stuttgart,Deutschland,9.215790000000000,48.802500000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62997,Standort,7600 Bad Cannstatt Bahnhof,76003,normal,Stuttgart,Deutschland,9.218300000000000,48.801700000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62999,Standort,7635 Mercedes-Benz-Museum,7635,normal,Stuttgart,Deutschland,9.235380000000000,48.788900000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
63000,Standort,7525 Ostendplatz,7525,normal,Stuttgart,Deutschland,9.207989005727760,48.785880294084670,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
94126,Standort,7340 Paul Gerhardt Platz,7340,normal,Stuttgart,Deutschland,9.146840000000000,48.775500000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
94127,Standort,7145 Olgastraße,7145,normal,Stuttgart,Deutschland,9.180580000000000,48.769500000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
94585,Standort,7308 Johannesstraße,7308,normal,Stuttgart,Deutschland,9.162210000000000,48.776700000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
95237,Standort,7014 Lautenschlagerstraße,7014,normal,Stuttgart,Deutschland,9.179780000000000,48.782900000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
95238,Standort,7425 Südheimer Platz,7425,normal,Stuttgart,Deutschland,9.144390000000000,48.756600000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
95239,Standort,7540 Wagenburgstraße,7540,normal,Stuttgart,Deutschland,9.208230000000000,48.781000000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
95251,Standort,7240 Herdweg,7240,normal,Stuttgart,Deutschland,9.162390000000000,48.786700000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
103510,Standort,Bonn Hbf,5300,normal,Bonn,Deutschland,7.098620000000000,50.731700000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
104359,Standort,Düsseldorf Hbf,4000,normal,Düsseldorf,Deutschland,6.792290000000000,51.220300000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
109584,Standort,7102 Rathaus,7102,normal,Stuttgart,Deutschland,9.179230000000000,48.774900000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
111444,Standort,Braunschweig Hbf,3800,normal,Braunschweig,Deutschland,10.539944000000000,52.253080000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
112114,Standort,Goetheplatz,,normal,München,Deutschland,11.558510000000000,48.129186000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
112955,Standort,Hannover Hauptbahnhof,3000,normal,Hannover,Deutschland,9.742082000000000,52.377937000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
113120,Standort,Mannheim Hbf,6800,normal,Mannheim,Deutschland,8.470980000000000,49.479290000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
114045,Standort,Mainz Hbf,5500,normal,Mainz,Deutschland,8.259560000000000,50.000700000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
114276,Standort,Freiburg Hbf,7900,normal,Freiburg,Deutschland,7.841954000000000,47.997399000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
114278,Standort,Bremen Hbf,2800,normal,Bremen,Deutschland,8.812398000000000,53.082919000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
114281,Standort,Oldenburg (Oldb)  Hbf,2600,normal,Oldenburg (Oldb),Deutschland,8.222902000000000,53.143427000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
117076,Standort,Weimar Hbf,9970,normal,Weimar,Deutschland,11.327300000000000,50.991100000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
119101,Standort,Fulda Bhf,3600,normal,Fulda,Deutschland,9.684600000000000,50.555300000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
119809,Standort,Diesterwegstraße / Schweizer Platz,6059400012,normal,Frankfurt am Main,Deutschland,8.681084000000000,50.101706000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
128493,Standort,Aschaffenburg Hbf,6370,normal,Aschaffenburg,Deutschland,9.144816000000000,49.980247000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
128494,Standort,Bamberg Bf,9600,normal,Bamberg,Deutschland,10.899743000000000,49.901310000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
128496,Standort,Darmstadt Hbf,6420100,normal,Darmstadt,Deutschland,8.631084000000000,49.871651000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
128500,Standort,Erlangen Hbf,9100,normal,Erlangen,Deutschland,11.002000000000000,49.595700000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
128501,Standort,Hanau Hbf,6340,normal,Hanau,Deutschland,8.930160000000000,50.121600000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
128502,Standort,Heidelberg Hbf,6900,normal,Heidelberg,Deutschland,8.676090000000000,49.404400000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
128504,Standort,Magdeburg Hbf,3900,normal,Magdeburg,Deutschland,11.625300000000000,52.130600000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
128510,Standort,Würzburg Hbf,9700,normal,Würzburg,Deutschland,9.935180000000000,49.801400000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
129477,Standort,Teststandort für interne Tests,54321,normal,Hamburg,Deutschland,,,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
130493,Standort,Leonardo-da-Vinci Allee / August-Euler Allee,6048600010,normal,Frankfurt am Main,Deutschland,8.622892000000000,50.113852000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
131543,Standort,Landungsbrücke/Hafentor,2621,normal,Hamburg,Deutschland,9.972300000000000,53.545700000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131546,Standort,Fischmarkt/Breite Straße,2112,normal,Hamburg,Deutschland,9.950880000000000,53.546200000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131547,Standort,Paulinenplatz/Wohlwillstraße,2613,normal,Hamburg,Deutschland,9.962460000000000,53.554200000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131639,Standort,Burgstraße/Hammer Landstraße,2561,normal,Hamburg,Deutschland,10.041298000000000,53.555693000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131640,Standort,Innocentiapark/Oberstraße,2233,normal,Hamburg,Deutschland,9.982110000000000,53.577248000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131641,Standort,Goebenstraße/Eppendorfer Weg,2242,normal,Hamburg,Deutschland,9.963063000000000,53.577579000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131642,Standort,Osterstraße/Bismarckstraße,2223,normal,Hamburg,Deutschland,9.962395000000000,53.573183000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131643,Standort,Christuskirche/Fruchtallee,2222,normal,Hamburg,Deutschland,9.963090000000000,53.569500000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131644,Standort,Eimsbütteler Straße/Waterloostraße,2135,normal,Hamburg,Deutschland,9.953400000000000,53.566200000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131645,Standort,Ottenser Marktplatz/Museumsstraße,2114,normal,Hamburg,Deutschland,9.934844000000000,53.547905000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131646,Standort,Bahnhof Altona Ost/Max-Brauer-Allee,2121,normal,Hamburg,Deutschland,9.936005000000000,53.552121000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131647,Standort,Kurze Mühren/Spitalerstraße,2535,normal,Hamburg,Deutschland,10.004150000000000,53.552611000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131648,Standort,Schulterblatt/Eifflerstraße,2132,normal,Hamburg,Deutschland,9.960990000000000,53.562709000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131649,Standort,Große Bergstraße / Jessenstraße,2115,normal,Hamburg,Deutschland,9.945760000000000,53.551200000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131650,Standort,Königstraße / Struenseestraße,2113,normal,Hamburg,Deutschland,9.942410000000000,53.547100000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131651,Standort,Kurt-Schumacher-Allee / Nagelsweg,2643,normal,Hamburg,Deutschland,10.016000000000000,53.551700000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131652,Standort,Berliner Tor / Berlinertordamm,2645,normal,Hamburg,Deutschland,10.024600000000000,53.553300000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131653,Standort,Zentralbibliothek / Münzstraße,2641,normal,Hamburg,Deutschland,10.008849000000000,53.550332000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131654,Standort,Steinstraße / Deichtorplatz,2638,normal,Hamburg,Deutschland,10.005325000000000,53.548562000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131872,Standort,Hauptbahnhof West / Glockengießer Wall,2536,normal,Hamburg,Deutschland,10.004553000000000,53.553676000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131873,Standort,Hauptbahnhof Ost / Hachmannplatz,2541,normal,Hamburg,Deutschland,10.007652000000000,53.554307000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131875,Standort,Jacobikirche / Steinstraße,2637,normal,Hamburg,Deutschland,10.001500000000000,53.550300000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131877,Standort,Meßberg / Willy-Brandt-Straße,2634,normal,Hamburg,Deutschland,9.998774000000000,53.547805000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131879,Standort,Jungfernstieg / Ballindamm,2533,normal,Hamburg,Deutschland,9.995501000000000,53.552244000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131880,Standort,Mönckebergstraße / Rosenstraße,2636,normal,Hamburg,Deutschland,9.997140000000000,53.550722000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131881,Standort,Universität / Schlüterstraße,2214,normal,Hamburg,Deutschland,9.986076000000000,53.566972000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131882,Standort,Universität / Moorweidenstraße,2212,normal,Hamburg,Deutschland,9.987659000000000,53.563755000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131883,Standort,Bahnhof Dammtor Nord // Theodor-Heuss-Platz,2211,normal,Hamburg,Deutschland,9.990430000000000,53.561400000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131884,Standort,Gänsemarkt / Büschstraße,2524,normal,Hamburg,Deutschland,9.990091000000000,53.556282000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131885,Standort,Rödingsmarkt / Großer Burstah,2632,normal,Hamburg,Deutschland,9.986950000000000,53.548300000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131887,Standort,Enckeplatz / Hütten,2624,normal,Hamburg,Deutschland,9.976950000000000,53.552400000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131888,Standort,Messehallen / Marktstraße,2511,normal,Hamburg,Deutschland,9.975346000000000,53.558518000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131889,Standort,Bahnhof Altona West / Busbahnhof,2122,normal,Hamburg,Deutschland,9.933870000000000,53.551800000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131890,Standort,Neuer Pferdemarkt / Beim Grünen Jäger,2131,normal,Hamburg,Deutschland,9.963824000000000,53.558869000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131902,Standort,Reeperbahn / Königstraße,2111,normal,Hamburg,Deutschland,9.954934000000000,53.549501000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131905,Standort,Millerntorplatz/St.Pauli,2612,normal,Hamburg,Deutschland,9.970330000000000,53.551000000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
135647,Standort,Konstablerwache,6031100010,normal,Frankfurt am Main,Deutschland,8.686701000000000,50.114156000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
137994,Standort,Harvestehuder Weg / Alte Rabenstraße,2213,normal,Hamburg,Deutschland,10.001100000000000,53.567200000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
137995,Standort,Hallerstraße / Rohtenbaumchaussee,2231,normal,Hamburg,Deutschland,9.988801000000000,53.572081000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138372,Standort,Uhlandstraße / Eingang Nord,2315,normal,Hamburg,Deutschland,10.026700000000000,53.565000000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138375,Standort,Lerchenfeld / Uferstraße,2322,normal,Hamburg,Deutschland,10.031800000000000,53.567000000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138376,Standort,Jarrestraße / Rambatzweg,2364,normal,Hamburg,Deutschland,10.021100000000000,53.584000000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138378,Standort,Hudtwalckerstraße / Bebelallee,2369,normal,Hamburg,Deutschland,9.995750000000000,53.594300000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138379,Standort,Stadthausbrücke / Neuer Wall,2521,normal,Hamburg,Deutschland,9.986594000000000,53.549672000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138380,Standort,Jungfernstieg / Neuer Jungfernstieg,2523,normal,Hamburg,Deutschland,9.991400000000000,53.555000000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138382,Standort,Bahnhof Dammtor Süd / Marseiller Straße,2528,normal,Hamburg,Deutschland,9.989630000000000,53.560200000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138383,Standort,Kleine Rosenstraße / Gerhart-Hauptmann-Platz,2534,normal,Hamburg,Deutschland,9.998430000000000,53.551600000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138384,Standort,Lange Reihe / Kirchenallee,2542,normal,Hamburg,Deutschland,10.008200000000000,53.555200000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138385,Standort,Lange Reihe / Lohmühlenpark,2544,normal,Hamburg,Deutschland,10.014900000000000,53.559900000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138386,Standort,Michaeliskirche / Krayenkamp,2622,normal,Hamburg,Deutschland,9.979420000000000,53.547975000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138387,Standort,Mönckebergstraße / Steintorwall,2639,normal,Hamburg,Deutschland,10.005400000000000,53.551600000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138389,Standort,Steindamm / Stralsunder Straße,2644,normal,Hamburg,Deutschland,10.013306000000000,53.554216000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
139498,Standort,Chemnitzstraße / Max-Brauer-Allee,2116,normal,Hamburg,Deutschland,9.942860000000000,53.555300000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
139501,Standort,Sternschanze / Eingang Dänenweg,2133,normal,Hamburg,Deutschland,9.969250000000000,53.564227000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
139508,Standort,Eppendorfer Baum / Isestraße,2235,normal,Hamburg,Deutschland,9.984410000000000,53.583200000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140790,Standort,Hammerbrook / Sachsenfeld,2651,normal,Hamburg,Deutschland,10.024042000000000,53.546011000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140791,Standort,Lohmühlenstraße / Steindamm,2646,normal,Hamburg,Deutschland,10.019900000000000,53.557200000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140793,Standort,Martinistraße / Haupteingang Klinikum,2373,normal,Hamburg,Deutschland,9.975715000000000,53.588918000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140794,Standort,Kümmellstraße / Robert-Koch-Straße,2372,normal,Hamburg,Deutschland,9.986730000000000,53.590237000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140795,Standort,Kellinghusenstraße / Loogeplatz,2371,normal,Hamburg,Deutschland,9.991125000000000,53.588516000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140796,Standort,Goldbekplatz / Semperstraße,2363,normal,Hamburg,Deutschland,10.010000000000000,53.583800000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140799,Standort,Mundsburg / Schürbeker Straße,2323,normal,Hamburg,Deutschland,10.027100000000000,53.569600000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140800,Standort,Eduard-Rhein-Ufer / Schwanenwik,2321,normal,Hamburg,Deutschland,10.016200000000000,53.567700000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140801,Standort,Wartenau / Lübecker Straße,2314,normal,Hamburg,Deutschland,10.034100000000000,53.563600000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140802,Standort,Landwehr / Ramazan-Avci-Platz,2313,normal,Hamburg,Deutschland,10.037022000000000,53.561109000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140803,Standort,Lübecker Straße / Marienkrankenhaus,2312,normal,Hamburg,Deutschland,10.028500000000000,53.559700000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140804,Standort,Isestraße / Hoheluftbrücke,2241,normal,Hamburg,Deutschland,9.977210000000000,53.578000000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
142325,Standort,Warnemünde Bf,1810,normal,Warnemünde,Deutschland,12.090780000000000,54.177041000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
142328,Standort,Rostock Hbf,1800,normal,Rostock,Deutschland,12.129958000000000,54.077671000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
142339,Standort,Lübeck Hbf,2350,normal,Lübeck,Deutschland,10.669517000000000,53.867993000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
142638,Standort,Halle Hbf ,0610,normal,Halle,Deutschland,11.986355000000000,51.476814000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
142999,Standort,Göttingen Bhf,3700,normal,Göttingen,Deutschland,9.926802000000000,51.536252000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
143003,Standort,Kiel Hauptbahnhof,24105,normal,Kiel,Deutschland,10.131149000000000,54.314865000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
145097,Standort,Ingolstadt Hbf,8500,normal,Ingolstadt,Deutschland,11.436714000000000,48.744043000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
145114,Standort,Bielefeld Hbf,3360,normal,Bielefeld,Deutschland,8.533000000000000,52.028000000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
145116,Standort,Gütersloh Hbf,3330,normal,Gütersloh,Deutschland,8.384000000000000,51.907000000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
156033,Standort,Kaiserslautern Hbf ,6700,normal,Kaiserslautern,Deutschland,7.767956000000000,49.436337000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
156036,Standort,Saarbrücken Hbf,6600,normal,Saarbrücken,Deutschland,6.990765000000000,49.240455000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
158204,Standort,Alter Wall/Adolphsbrücke,2531,normal,Hamburg,Deutschland,9.990110000000000,53.550193000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
163327,Standort,Axel-Springer-Platz/Wexstraße,2522,normal,Hamburg,Deutschland,9.985161000000000,53.551853000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
164033,Standort,Sievekingplatz/Gorch-Fock-Wall,2526,normal,Hamburg,Deutschland,9.979697000000000,53.556061000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
167331,Standort,Oberhausen Hbf,4600,normal,Oberhausen,Deutschland,6.849782000000000,51.475382000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
171372,Standort,Wilhelmsburger Platz/Zur Schleuse,2691,normal,Hamburg,Deutschland,10.014810000000000,53.522794000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
175002,Standort,Horst-Schulmann Straße / Sonnemannstraße,6031400007,normal,Frankfurt am Main,Deutschland,8.700187000000000,50.109772000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
193238,Standort,Am Kaiserkai/Großer Grasbrook,2673,normal,Hamburg,Deutschland,9.992856000000000,53.541838000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
193381,Standort,Unilever/Strandkai,2671,normal,Hamburg,Deutschland,9.993650000000000,53.539580000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
194520,Standort,Standort,111111,normal,Zürich,Schweiz,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
194521,Standort,Standort,111112,normal,Chur,Schweiz,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
194522,Standort,Standort,111113,normal,Davos,Schweiz,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
194523,Standort,Standort,111114,normal,Genf,Schweiz,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
194524,Standort,Standort,111115,normal,Brigg,Schweiz,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
194525,Standort,Standort,111116,normal,Interlaken,Schweiz,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
194526,Standort,Standort,111117,normal,Grindelwald,Schweiz,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
194527,Standort,Standort,111118,normal,Zermatt,Schweiz,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
194528,Standort,Standort,111119,normal,Göschenen,Schweiz,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
194529,Standort,Standort,111120,normal,Andermatt,Schweiz,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
194530,Standort,Standort,111121,normal,Lausanne,Schweiz,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
194531,Standort,Standort,111122,normal,Thun,Schweiz,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
194532,Standort,Standort,111123,normal,Spiez,Schweiz,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
194533,Standort,Standort,111124,normal,Winterthur,Schweiz,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
194534,Standort,Standort,111125,normal,St. Gallen,Schweiz,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
194535,Standort,Standort,111126,normal,Biel,Schweiz,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
194536,Standort,Standort,111127,normal,Sion,Schweiz,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
194537,Standort,Standort,111128,normal,Lugano,Schweiz,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
194538,Standort,Standort,111129,normal,Bellinzona,Schweiz,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
196417,Standort,Bernhard-Nocht-Straße/Zirkusweg,2611,normal,Hamburg,Deutschland,9.965669000000000,53.547320000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
198077,Standort,Allende-Platz/Grindelhof,2215,normal,Hamburg,Deutschland,9.982728000000000,53.567845000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
198081,Standort,Alsterschwimmhalle/Ifflandstraße,2311,normal,Hamburg,Deutschland,10.022148000000000,53.560781000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
198086,Standort,Eppendorfer Weg/Hoheluftchaussee,2243,normal,Hamburg,Deutschland,9.971720000000000,53.581771000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
198088,Standort,Borgweg/Stadtpark,2367,normal,Hamburg,Deutschland,10.015021000000000,53.592022000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
199402,Standort,Mannesallee/Veringstraße,2711,normal,Hamburg,Deutschland,9.987298000000000,53.514265000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
200502,Standort,Hofweg/Am Langenzug,2324,normal,Hamburg,Deutschland,10.013995000000000,53.578035000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
201324,Standort,Methfesselstraße/Luruper Weg,2226,normal,Hamburg,Deutschland,9.946786000000000,53.580060000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
201326,Standort,Heußweg/Wiesenstraße,2225,normal,Hamburg,Deutschland,9.953073000000000,53.577796000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
